rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
148,afya!,bless you! (sneezing),,"neno la kumwombea mtu uzima anapoenda chafya, neno la kutakiana uzima wakati wa burudani ya kunywa ulevi : Tunywe kwa afya zetu!",,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
149,afyuni,opium,kasumba,dawa ya kulevya inayotengenezwa kwa uteute au nta ya maua,,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
150,aga,say goodbye,,"ambia mtu kwaheri, sema buriani","agana, agia, agika, agisha, agwa",0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
151,agaa,slip/spill,tawanyika,anguka au ponyoka kutoka mkononi| miminika,"agalia, agalika, agalisha",0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
152,agana,agree/part ways,,afikiana na mtu kufanya jambo| takiana heri na mtu mnapoachana,,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
153,agano,agreement,"ahadi, makubaliano",mapatano,,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
154,Agano Jipya,New Testament,,sehemu ya pili inayomhusu Kristo katika Maandiko ya Biblia,,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
155,Agano la Kale,Old Testament,,sehemu ya kwanza katika Maandiko ya Biblia,,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
156,aghalabu,usually,mara nyingi,"kwa kawaida : Watu wanaofanya mazoezi, aghalabu huwa na afya njema.",,0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
157,agia,suit/please,,"faa au kubalika kwa jambo, hoja au fikra : Mpango ule haukuniagia.| pendezesha mtu au kitu : Nguo hii imekuagia.","agika, agilia, agisha",0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
158,agiza,order/command,,"elekeza mtu kufanya jambo fulani| taka uletewe kitu kutoka mahali pengine, taka uwekewe kwa ajili ya kufanya ununuzi| amuru, amrisha","agizia, agiziana, agizika, agizisha, agiziwa, agizwa",0,0,2023-02-19 13:59:39.573+00,2023-02-19 13:59:39.573+00
159,agizo,order/command,,amri anayopewa mtu ili atekeleze jambo fulani,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
160,ago,lap,dago,sehemu anayokaa mtu kwa muda tu kwa nia ya kupumzika : Baba amempakata mtoto agoni kwa mara ya kwanza leo.| kirago au makazi ya muda ya mtu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
161,ago,thigh,"paja, koro",sehemu ya mwili iliyo baina ya goti na kiuno,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
162,Agosti,August,,mwezi wa nane katika kalenda ya mwaka,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
163,agronomia,agronomy,,sayansi ya usimamizi wa udongo na uzalishaji wa mazao shambani,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
164,agua,predict/interpret,"bashiri, tabiri","weza kujua yatakayotokea baadaye : Samweli anaweza kuagua mustakabali wako kwa kukitazama kitanga cha mkono wako.| elezea maana ya ndoto, tukio au ishara iliyojitokeza, tafsiri ndoto| tibu| punga shetani","agulia, agulika, aguliwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
165,aguzi,prediction,ubashiri,utabiri wa yatakayotokea baadaye : Mara nyingi aguzi lake huwa ni la kweli.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
166,AH,Islamic calendar,,"AlHijra, siku ambayo Mtume Muhammad (S.A.W.) alihama Makka na kukimbilia Madina, mwanzo wa tarehe ya Kiislamu",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
167,ah!,expression of pain,,"sauti ya kuashiria kulalamika, sauti ya kuashiria maumivu: Ah! :  Baridi imezidi leo ->",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
168,ahaa!,aha!,"kumbe!, hivyo!, alaa!, aha!",neno linalotumika kuonyesha mshangao : Ahaa! Kumbe muda wote ule ulikuwa ukinidanganya!,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
169,ahadharu,green,,kijani,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
170,ahadi,promise,,agano la kutimiza kitu au jambo fulani : Maimuna alimwambia ndugu yake asitoe ahadi kama hawezi kuitimiza.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
171,ahadi,death,kifo,mauti,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
172,ahali,wife/relatives,"mke, ukoo",mwanamke aliyeolewa| ndugu na jamaa,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
173,ahamaru,red,,-ekundu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
174,ahasi,worse,,-liye mbaya kuliko : Yeye ni mbaya lakini kaka yake ni ahasi.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
175,ahera,afterlife,,kule ambako inaaminika binadamu wataishi baada ya kufufuliwa,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
176,aheri,end,,mwisho,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
177,aheri,final price,,bei ya mwisho : Nini aheri yako?| mlo wa mwisho katika mchezo wa karata : Tulipofika aheri ya mchezo nilizikumba karata zote mezani.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
178,ahidi,promise,,toa ahadi : Makumbi aliahidi kusaidia ujenzi wa shule ya kijiji.,"ahideia, ahideiana, ahideika, ahideisha, ahideiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
179,ahiri,promise,,toa ahadi: Makumbi aliahidi kusaidia ujenzi wa shule ya kijiji.,"ahideia, ahideiana, ahideika, ahideisha, ahideiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
180,ahirika,be delayed,,chelewa kufanyika kama ilivyopangwa : Safari imeahirika kwa sababu meli imeharibika.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
181,ahirisha,postpone,"ahiri, kawiza, chelewesha",amua kufanya wakati mwingine : Tuliahirisha mkutano kwa sababu idadi ya wajumbe ilikuwa ndogo.,"ahirishia, ahirishiana, ahirishika, ahirishwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
182,ahsante!,thank you!,,tamko analotoa mtu wakati wa kushukuru,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
183,ahueni,benefit,afueni,nafuu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
184,aibika,be ashamed,fedheheka,pata aibu,"aibikia, aibisha, aibishana, aibishia, aibishika, aibishwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
185,aibisha,do shameful things,"fedhehesha, dharaulisha",tenda vitu vya kutahayarisha,"aibishika, aibishwa, aibishana",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
186,aibu,shame,"tahayuri, soni","jambo la kumtia mtu fedheha, jambo la kumvunjia mtu heshima",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
187,aidha,moreover,"vilevile, isitoshe",zaidi ya hayo,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
188,aidini,iodine,,kemikali inayotumiwa kutibu vidonda,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
189,aila,family,"ndugu, ahali",familia,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
190,aili,accusation,"shtaka, lawama",tamko la kumlaumu au kumshtaki mtu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
191,aili,accuse,"laumu, shtaki",-pa mtu lawama| fungulia au tolea mtu mashtaka,"ailia, ailiana, ailika, ailisha, ailiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
192,aimi!,alas!,,tamko la kujionea huruma : Aimi! Nafa njaa jamani.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
193,aina,type/kind,,"jinsi kitu kilivyo : Viatu vyangu ni vya aina ya ngozi, vyako je?, Ali na Asha wamevaa nguo za rangi ya aina moja.",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
194,aini,describe,,"eleza jinsi kitu kilivyo, fafanua sifa za kitu","ainia, ainika, ainisha, ainiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
195,ainisha,classify/analyze,changanua,"weka katika makundi mbalimbali| gawa tena, gawa mara nyingi| chambua| panga| taja",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
196,airisi,iris (eye),,"kiwambo kidogo chenye misuli yenye rangi, kinachozunguka na kudhibiti ukubwa wa mboni ya jicho",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
197,aisee!,hey! (to get attention),,namna ya kumwita mtu ili akusikilize,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
198,aisikirimu,ice cream,,"mchanganyiko wa maziwa na sukari uliogandishwa kwa ubaridi| mchanganyiko mtamu wa kwa mfano sukari, maji, matunda na maziwa uliogandamizwa katika barafu na unaoliwa aghalabu ukiwa umeganda",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
199,ajaa,marvel,,"tendo, tukio, kitu au hali ya kustaajabisha","ajabiana, ajabika, ajabisha, ajabiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
200,ajabia,be amazed,shangaa,ona ajabu : Hili si jambo la kuajabia.,"ajabiana, ajabika, ajabisha, ajabiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
201,ajabu,wonder,,"kitu kisicho cha kawaida, cha kushangaza na kustaajabisha",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
202,ajabu,strange/miraculous,,"-a kigeni, si -a kawaida, -a pekee, -a kioja : Kasuku ni ndege mwenye sauti ya ajabu.| isiyoaminika ; -a kimiujiza : Ni ajabu mtoto kuzaliwa na meno yote.",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
203,ajabu,extremely,,"kupita kawaida : Mwezi wa Desemba, jua huwa kali ajabu katika Jiji la Mombasa.",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
204,ajali,accident,,Tukio linalodhuru lililotokea kwa bahati mbaya| mkosi,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
205,ajari,overtime work,,kazi inayofanywa baada ya saa rasmi za kazi au siku isiyo ya kazi na ambayo malipo yake hulipwa kando ya mshahara,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
206,ajemi,flatbread,,aina ya mkate unaofanana na chapati unaookwa kwenye tanuri la mkaa,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
207,Ajemi,Iran,Uajemi,nchi ya Irani,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
208,ajenda,agenda,,mambo ya kuzungumzwa kwenye mkutano| mpango : Una ajenda ya siri.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
209,ajenti,agent,wakala,mtu au asasi inayofanya biashara au inayotoa huduma kwa niaba ya mtu au kampuni nyingine,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
210,ajibu,amazing,barabara,-a kupendeza,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
211,ajibu,exactly,"barabara, sawasawa",ndivyo hasa,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
212,ajihi,visit,,enda mtu aishiye mbali nawe kwa nia ya kumtembelea| kutana ana kwa ana,"ajihiana, ajihika, ajihisha, ajihiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
213,ajila,urgency,haraka,utendaji wa jambo bila kukawia| umuhimu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
214,ajilani,immediately,filihali,"bila kukawia, mara moja, hivi sasa",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
215,ajili,hurry,"harakisha, angusa",tenda jambo kwa haraka,"ajilia, ajilika, ajilisha",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
216,ajili,purpose,"nia, sababu",madhumuni : Chakula hiki ni kwa ajili ya msaada kwa wenye shida ya ukame.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
217,ajinabi,foreigner,mgeni,mwananchi wa nchi ya kigeni| mtu ambaye siye ndugu yako,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
218,ajinabia,foreign,,"-enye asili ya kigeni, iliyo geni",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
219,ajira,employment,,kazi ya kulipwa mshahara,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
220,ajiri,employ,,-pa mtu kazi ya kumlipa mshahara,"ajirika, ajirisha, ajiriwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
221,ajizi,laziness,zembea,kuwa mvivu,"ajizika, ajizisha",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
222,ajizi,laziness,"uvivu, uzito, uzembe",ulegevu,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
223,ajizi,lazy,"-legevu, -zito, -zembe",-vivu,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
224,ajmaina,everyone,,"kwa kila mtu, kwa wote",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
225,ajua,mancala game,bao,"mchezo unaochezwa na watu wawili wakikabiliana mbele ya ubao uliotobolewa mashimo juu yake, ambapo kete, komwe, kokoto au namu hutumbukizwa na kusambazwa kwa mujibu wa kanuni za mchezo huu| neno linalotumika kwenye mchezo wa karata pale mtu anaposahau ku",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
226,ajua,request for repetition,,"tamko la kutaka kurudiwa kwa jambo, baada ya mtendaji wa kwanza kutoridhisha",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
227,ajuadi,famous,,"iliyo mashuhuri, iliyo maarufu sana, -enye heshima kubwa",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
228,ajuza,old woman,"bikizee, bibi kizee, bibi kikongwe",mtu wa jinsi ya kike aliyezeeka sana,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
229,ajwari,card game call,,kauli inayotolewa na mcheza karata kumwambia mshindani wake pale anaposahau kula mlo wa karata aliostahili kula,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
230,aka,build,,"jenga kwa mawe au matofali| jenga ua kwa miti, matofali, mawe au miba","akisha, akika, akwa",0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
231,aka!,no! (refusal),,"neno linalotoa ishara ya kukataa jambo, mshangao wa kukataa",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
232,aka!,oh! (surprise),,neno linalotoa ishara ya kushtuka,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
233,akademia,academia,,mazingira ya elimu na utaalamu,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
234,akali,scarcity,,"uhaba wa vitu, hali ya kuwa chache au ndogo kwa idadi : Kwa akali, kisima hiki kitachukua siku mbili kuchimbwa.",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
235,akania,bridle,,tumia hatamu kuongozea farasi,"akanika, akanisha, akaniwa",0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
236,akania,reins,"hatamu, lijamuu",kamba ya kuongozea farasi,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
237,akari,strong liquor,,kileo kikali,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
238,akaunti,account,,akiba inayowekwa benki kwa utaratibu ambao benki na mteja hukubaliana : akaunti ya akiba ; akaunti ya hundi.,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
239,akhera,afterlife,kuzimu,mahali panapoaminiwa kuwa ndiko roho za wafu zinakoenda| maskani ya roho za wanadamu baada ya mauti,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
240,akhi,brother,"rafiki, mwenzi, sahibu, bui",ndugu,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
241,akhiyari,good people,,watu wema,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
242,akhiyari,highest quality,,iliyo katika kiwango cha juu cha ubora au uzuri,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
243,akia,eagerly await,"bwakia, gugumia, fakamia",meza kwa pupa,"akilia, akika, akisha, akiwa",0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
244,akiba,reserve/savings,,kitu kilichowekwa ili kitumike baadaye,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
245,akida,commander/assistant,,kiongozi au kamanda hususan wa jeshi| msaidizi wa mkuu wa wilaya katika enzi za ukoloni,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
246,akidi,wedding ceremony,,tendo la kufunga ndoa,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
247,akidi,quorum,,idadi ya wajumbe wa mkutano inayohitajika ili kikao kiwe halali au uamuzi kutolewa,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
248,akidi,complete/forge signature,"maliza,  ghushi","tosheleza, fikia idadi inayotakiwa| kamilisha, fikia mwisho| iga saini au maandishi ya mtu mwingine","akideia, akideika, akideisha",0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
249,akidu,librarian,,mfanyakazi wa maktaba,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
250,akifia,provide financial aid,,toa msaada wa mali au pesa,"akifiana, akifisha, akifika, akifiwa",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
251,akifisha,prevent someone,komesha,zuia mtu asifanye jambo,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
252,akika,naming ceremony,,"karamu anayofanyiwa mtoto aliyetimiza siku nane baada ya kukatwa nywele kwa mara ya kwanza kwa kuchinja mbuzi, pia hufanywa baada ya mtoto kufa iwapo hakufanyiwa alipotimiza umri wa siku nane| mbuzi anayechinjwa kwa ajili ya karamu hiyo",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
253,akiki,prayer for deceased child,,dua anayosomewa mtoto aliyefariki ambayo hakusomewa alipotimiza siku nane baada ya kuzaliwa,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
254,akiki,erosion gully,,bonde lililosababishwa na mmomonyoko wa ardhi wakati wa mvua,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
255,akiki,ruby,,aina mojawapo ya kito cha thamani chekundu sana kitiwacho kwenye pete,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
256,akili,intelligence,"werevu, ujanja, maarifa","uwezo wa mtu wa kujua kitu au jambo, -enye akili hodari, -enye akili timamu -sio na wazimu.",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
257,akilili,Orion's Belt,,nyota tatu zilizopo katika picha ya nge,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
258,akina,group of people,kina,kundi la watu fulani :  akina baba  -> wanaume ; : akina mama -> wanawake ; : akina yahe -> watu wa kawaida,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
259,akiolojia,archaeology,,elimu ya uchanganuzi wa kisayansi wa mabaki ya mimea na wanyama yaliyozikwa ardhini,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
260,akisami,fraction,"kipande, aria",umbo au namba isiyo kamili. Mifano ya akisami:,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
261,akisi,reflect,,"rudisha mwanga au sura ya kitu kama vile kioo kinavyorudisha mwanga au sura ya kitu| toa picha, dokezo, ishara au fununu kuhusu jambo fulani : Tabia yake inaakisi jambo lililotokea utotoni","akisia, akisiana, akisika, akisisha, akisiwa",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
262,akraba,close relative,jamaa,ndugu wa karibu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
263,akrabu,clock hand,,mshale unaoonyesha wakati katika saa : akrabu ya kuonyesha saa ; akrabu ya kuonyesha dakika,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
264,akrabu,compass point,,upande wa dira : akrabu Magharibi; akrabu Mashariki,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
265,akrama,honorable,stahifu,"adhimu, -enye heshima",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
266,akronimu,acronym,,kifupisho cha maneno: BAKITA ni akronimu ya maneno Baraza la Kiswahili la Taifa.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
267,akselereta,accelerator,,"kichapuzi cha mwendokasi wa chombo kinachoendeshwa kwa injini kwa mfano gari, pikipiki, motaboti na kadhalika",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
268,akthari,majority,"wingi, mkusanyiko","idadi ya watu, wanyama, vitu na kadhalika iliyo kubwa : Akthari ya watu hawaelewi umuhimu wa kutunza mazingira.| mlimbiko wa watu, wanyama, vitu na kadhalika",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
269,akua,seize/attack,,"gwia mtu au kitu mara moja| vamia| nyakua mali au vitu vya mwingine| fanya mashambulizi makali sana kwa maneno au kwa vifaa vingine, ama kwa kifaa fulani","akulia, akulika, akulisha, akuliwa, akuana",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
270,akwami,ethnic groups,,umbo linaloonyesha wingi wa kaumu| vikundi vya mkusanyiko wa watu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
271,ala,tool/musical instrument,uo,"mfuko wa ngozi, nguo, majani na kadhalika wa kuhifadhia kisu, upanga au jambia| kifaa cha kufanyia kazi| chombo cha muziki : Ala ya muziki niliyonunua ni nzuri. Ala za kutamkia katika kinywa cha binadamu huwa nyingi.",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
272,ala ala,reminder/carefully,halahala,neno litumikalo kutilia mkazo jambo kwa namna ya kukumbusha : Ala ala usisahau kazi yangu!| kwa uangalifu| sasa hivi : Fanya ala ala.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
273,ala ya sauti,speech organ,,sehemu katika kinywa cha binadamu ambapo neno au sauti hutamkiwa,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
274,ala!,expression of surprise,,"tamko linaloonyesha mshangao na karipio analotoa mtu baada ya kukerwa na hali asiyotarajia : Ala! Nimekuita, mbona huji? (karipio) Nimesema toka hapa, ala! (karipio)",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
275,ala!,oh! (surprise),,neno linalotumika kuashiria mshangao au kushtuka,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
276,alaa,aha! (understanding),,neno linalotumika kuashiria kuelewa kitu au jambo : Alaa! Kumbe toroli ni kigari cha kusukumwa.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
277,alaa,anyway,,"kwa hali yoyote, kwa namna yoyote",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
278,alaka,harmony/consequence,,hali ya watu kuelewana vizuri| shida inayotokana na tendo alilofanya au alilofanyiwa mtu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
279,alama,symbol/mark,,mchoro unaoonyesha ishara fulani : alama ya mguu ; alama ya barabarani; alama ya kidole gumba; alama ya kuuliza| maksi moja au zaidi anazotuzwa mtahiniwa baada ya jaribio au shindano : Alama alizotuzwa kwenye mtihani hazikumfurahisha.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
